1.498284514367374420e+01,2.840891806659217167e+01,4.868891887407592600e-01,4.304490837736535402e-01,1.493824020111991757e+01,2.435108293231394896e+02,1.157731005744107478e+01
9.433155772634425063e+00,3.115628650701525970e+01,7.772170076166723396e-01,4.386494559304633389e-01,1.759361596352719204e+01,1.837475857026567780e+02,8.357352668554860031e+00
1.180341650074011994e+01,2.180368425089340434e+01,4.806011206098900201e-01,3.974415152408732332e-01,7.970066145051218243e+00,1.503635392664582469e+02,6.959532602629123765e+00
7.357504940003659399e+00,2.418351006112345658e+01,1.113186448006560497e-01,4.346636125844035581e-01,3.365962410453764431e+00,2.621360525187191683e+02,1.091728256014046394e+01
9.403835564532437630e+00,1.828742064196886119e+01,8.799920810774204405e-01,4.995841204868686769e-01,2.393527297269265119e+01,2.425584920158722184e+02,8.088029789128309943e+00
1.551901116247024426e+01,2.585558944118184144e+01,5.903665782206944934e-01,2.392291333422796595e-01,2.640051117615938026e+00,2.143494530802896350e+02,1.112917131962209005e+01
1.566442188598132113e+01,3.405836358830977417e+01,3.904039970379943325e-01,2.815330504030738590e-01,2.576347081367537939e+01,1.857589384272252175e+02,7.131464020301539364e+00
1.329716820667138322e+01,3.423884991957737611e+01,4.862446295177785816e-01,3.423298529904340581e-01,6.821738534548718036e+00,1.754029415514996231e+02,1.287307287303105952e+01
1.035873468679627685e+01,1.985002425809178561e+01,6.210887252181682694e-01,2.586205495468523186e-01,9.784819927580402421e+00,2.245353424394405124e+02,8.888031747373485558e+00
9.111725149051185468e+00,2.391242607194783432e+01,8.625410586194813822e-01,2.645877811224323084e-01,2.441700432477966132e+01,2.464340757968627713e+02,9.531957715291000000e+00
1.637257976610451138e+01,2.512102708792426498e+01,8.993528669556923871e-01,2.671440948637154866e-01,3.989060377000369861e+00,2.700390755012135742e+02,1.028681788650019513e+01
1.427471327699711878e+01,2.753788951291012665e+01,8.868421213343267162e-01,3.143346720994159571e-01,1.148847088632778934e+01,2.017228540443993552e+02,7.242261489574187472e+00
1.652496227122599493e+01,2.544684296748421559e+01,2.155107583799679705e-01,4.922259927038566962e-01,2.211497355594178416e+01,1.574417704806660367e+02,6.693511331851656365e+00
1.543228722235059891e+01,2.043503748220328831e+01,6.344288090688640080e-01,2.275701683896366179e-01,5.753662098513140144e+00,1.811532283677113924e+02,9.227919245543303006e+00
1.311100781699851581e+01,2.228158448928182622e+01,4.993192562544807034e-01,2.592244967797258104e-01,1.325973014995414978e+01,2.110082413707956732e+02,1.042356340929326919e+01
1.025424097569278636e+01,3.199799831468535771e+01,3.711033345133184502e-01,2.650029752564869168e-01,1.233890007819115553e+01,1.619050584324739646e+02,1.095537309036024709e+01
1.114091520967985716e+01,1.959821007223846934e+01,5.686924554476514571e-01,2.248627564782529065e-01,2.776127581576520953e+01,2.254745791843981806e+02,1.020305174125307701e+01
1.202069049450544291e+01,1.934227182746990437e+01,4.974594165347349106e-01,4.942951773588218356e-01,8.298274057933499037e+00,2.188975448028245410e+02,1.044984512968003543e+01
1.430833585404933928e+01,2.011856840062423402e+01,6.085534146662179289e-01,2.780573986604160108e-01,1.152526347479742874e+01,1.969822828417748042e+02,6.774471721924820500e+00
