1.585643595049900378e-01,8.661027140046238415e+00,5.187286063240673650e-01,4.590828105917132973e-02
1.041642632647172828e-01,1.182779309801806455e+01,6.099387483414627775e-01,4.678984230988232629e-02
1.234891187283529562e-01,1.830599776033019666e+01,7.210708222050737914e-01,7.372145889053086099e-02
2.151361372174904751e-01,9.291553706742073260e+00,3.724061405283993764e-01,5.724478937572598930e-02
1.063852701548469587e-01,8.720213434822218446e+00,3.365672136016361060e-01,3.256496915834401762e-02
1.562196653966071713e-01,9.957478694143704345e+00,6.185378933810399271e-01,5.232019504076869387e-02
8.139060283225810211e-02,1.113599536051671457e+01,5.343837345487258972e-01,3.562620457264455143e-02
2.005465259953129187e-01,1.434530752554623056e+01,1.151978694452429952e+00,1.072166599673550491e-01
1.193499467750947229e-01,9.392337632189256880e+00,4.293833783341140520e-01,3.932532990068818984e-02
1.145559157788971216e-01,8.288778082270255254e+00,3.940518516083966194e-01,3.264797864389257231e-02
2.089956104682355875e-01,9.401790758834877693e+00,3.182445498968864972e-01,5.561227971710331480e-02
8.929114388242972988e-02,1.019579662161561728e+01,4.515289833728314273e-01,3.523895005066194491e-02
9.909962617266687701e-02,1.570303300909368716e+01,6.746299794837620212e-01,5.540084268046386456e-02
1.437793930974796686e-01,1.292993537194350750e+01,6.529708475844185900e-01,6.627100078544626016e-02
1.457452318055959817e-01,1.015612010593781456e+01,5.804894358326082582e-01,5.058864815401772907e-02
1.756833151672176352e-01,1.631124644470746077e+01,1.019511938836093368e+00,8.841159839913906304e-02
1.368667912716288182e-01,9.362838994092911094e+00,4.974294770140044730e-01,4.378033237344906847e-02
1.601400032541756002e-01,1.005020338723051943e+01,5.286310678166187271e-01,5.298097237392194320e-02
9.622263820268599221e-02,1.081045362420222844e+01,4.394414575093904540e-01,3.910030020132457262e-02
1.358104581042015035e-01,1.700650268896923833e+01,8.436796760852817156e-01,7.666516742580789523e-02
1.282391298893200138e-01,1.657897919714061530e+01,6.932117182252433008e-01,7.555532793013419735e-02
2.252070434879587801e-01,1.401761702281580568e+01,1.058481188920581184e+00,1.185958341608511352e-01
1.028213869380597972e-01,9.854132389565243955e+00,3.701309682930581380e-01,3.616785445913631158e-02
1.478047618577048583e-01,1.178471249541381916e+01,6.428062695128643478e-01,6.211383799326999910e-02
1.502209175547636055e-01,8.973618654216254598e+00,5.800873331273288525e-01,4.619489289875305937e-02
1.384038811287947035e-01,9.473924261737767694e+00,5.847585495026776936e-01,4.453026875344466562e-02
2.085951392653463687e-01,1.341451636392878477e+01,1.041897622595292283e+00,1.050294349939947247e-01
2.136411525439933512e-01,1.495279195681533224e+01,1.131359527475606530e+00,1.133258405453942269e-01
2.572735155456556955e-01,1.315351816387077477e+01,8.530105284078082217e-01,1.222034097297871325e-01
1.334115841630944543e-01,1.105400840367091853e+01,5.699848121214761143e-01,5.322906457099828292e-02
2.317670885591545937e-01,9.270323336101094824e+00,4.284619024882717619e-01,6.493428661224659448e-02
1.075868039882539179e-01,1.442462686518135406e+01,5.945717743080656259e-01,5.617691411096231713e-02
1.646640964482367631e-01,1.503065098316106862e+01,7.355075529609216289e-01,8.527158911081639259e-02
1.731977789376246968e-01,9.233657375757641006e+00,4.749552845200826212e-01,4.998356176174065940e-02
1.256504069345328600e-01,7.964202046871861285e+00,3.105572321874247588e-01,3.235825121353189809e-02
1.473811554894404741e-01,1.359760133504935098e+01,7.341126188217569348e-01,7.108758883195738509e-02
1.843825099670368117e-01,9.298961755130624951e+00,5.287293575998757156e-01,5.587961301755402926e-02
3.068813606655253490e-01,1.841334861372811815e+01,1.053785574458633079e+00,1.859201872889040541e-01
1.077590336791742209e-01,1.369303389532240978e+01,7.586696265552776985e-01,5.345030986728623035e-02
1.601552990333204307e-01,1.514763164221972502e+01,7.139858638678961977e-01,8.299663381016475494e-02
1.364725276796441289e-01,1.093335920010724749e+01,5.070187799033842868e-01,5.252667604199811463e-02
2.069731762411791409e-01,8.700170177720730535e+00,4.615640221903694052e-01,5.816411911437055493e-02
1.606514566622810614e-01,9.360634465176582708e+00,5.166532809927373293e-01,4.845926650920241718e-02
9.417925737765463212e-02,8.482858867233542099e+00,4.076310057748742666e-01,2.963874937839588303e-02
1.558619848836848010e-01,9.433442742565960160e+00,4.464753215898159544e-01,4.753816985834724562e-02
1.067608999050532470e-01,1.489833581166231724e+01,6.665623132784421756e-01,5.760122716106630403e-02
1.241028456121592155e-01,1.213064399230270851e+01,5.413668112359129037e-01,5.559490610771407326e-02
9.851882637071097959e-02,8.427828577255537468e+00,2.781854096403083565e-01,2.857753179865833021e-02
1.333017293983969620e-01,9.563898662938337125e+00,5.735984310683017728e-01,4.367609653962785388e-02
1.435272763927528950e-01,8.612638920172598134e+00,3.562461196928031759e-01,3.945955258027356027e-02
7.943568112721308139e-02,8.940417929985448708e+00,3.431885143338029298e-01,2.735369428305586131e-02
1.650437859009538100e-01,1.351686548987513881e+01,8.549662326083466990e-01,7.332807652384057406e-02
1.533700193526105204e-01,1.216473773290487514e+01,5.849608842480453763e-01,6.563081252112926145e-02
2.077096036652838484e-01,8.828261092990492998e+00,5.115554127344170698e-01,6.324349939144358057e-02
1.493606805882011224e-01,8.454714577845626522e+00,5.610487578223118943e-01,4.429941681237021395e-02
2.631387912079843905e-01,1.458581102834696885e+01,8.197215087034352976e-01,1.230666600348468420e-01
1.005636219716537216e-01,8.645296511299013886e+00,4.067391237330709730e-01,3.133950733618981466e-02
1.513423324590653096e-01,7.860945375813431113e+00,4.413147776943971423e-01,3.871805785643452763e-02
1.242216638259318329e-01,8.455732192834226169e+00,5.096984454181139323e-01,3.532351364263329463e-02
1.024195555928486406e-01,9.869285489651742793e+00,3.463032812719527009e-01,3.592290695169199355e-02
2.125712243612603025e-01,1.179611147763826473e+01,6.975489412232566133e-01,8.244100163352155453e-02
1.560776339696524906e-01,1.197121994356797714e+01,8.778264671026876353e-01,6.520458774328238838e-02
1.639299479356828848e-01,9.329419484644111193e+00,5.044006891039325424e-01,4.866000298529906537e-02
1.896790247222067960e-01,8.974857955414432098e+00,6.051688821550829100e-01,6.507351860955161438e-02
8.715986619406228264e-02,8.820232540244752784e+00,3.777543389242957739e-01,2.977173117713976733e-02
1.020123099542816908e-01,7.744931583044614598e+00,3.426963914797658828e-01,2.702570334222852838e-02
1.894664567836010505e-01,1.100498818469682938e+01,7.379924567432116778e-01,7.226379075564637322e-02
9.763471043962838880e-02,1.179976052939276698e+01,5.442590053613243217e-01,4.491061882477952183e-02
1.218976839614626523e-01,1.006213592429232406e+01,4.434211950089329557e-01,4.352645207575920466e-02
9.941846699252161745e-02,8.028920051676882608e+00,2.653648361510336784e-01,2.795402035816641623e-02
1.529680697578040260e-01,9.652843354150572708e+00,6.966270430694354587e-01,5.299963314597412600e-02
1.872932638929689919e-01,9.256983642081479502e+00,5.288444138766551506e-01,5.680214531911638443e-02
1.277593199185835249e-01,1.415382136733248686e+01,8.744934862229017947e-01,6.378113982695465811e-02
1.394898424924645997e-01,1.452790193838512600e+01,8.450352280721638021e-01,7.086923283873187984e-02
1.608552567127727040e-01,8.373258911645047320e+00,5.473241725369837329e-01,4.692811567792801175e-02
1.616510561819825831e-01,7.887020292908666796e+00,4.566082791914639616e-01,4.239954217384191149e-02
9.041616676976019229e-02,1.037501144407086606e+01,5.553994824036418976e-01,3.658332752323423254e-02
2.232344734557845933e-01,1.306797637985459026e+01,8.722017475073811088e-01,9.985203861888583554e-02
1.097647391175619880e-01,7.949994179211314460e+00,3.766671547668757891e-01,2.980799861431511835e-02
8.049675123402405541e-02,8.061859228586646609e+00,2.743849460715921396e-01,2.365222771407288205e-02
9.096021818209618082e-02,1.537237819965779551e+01,6.678318058546124369e-01,5.091878150225067484e-02
1.244396747622478205e-01,1.341793314128726422e+01,8.399666569332313593e-01,5.980393466782537443e-02
1.313619681675435025e-01,8.133306545389622499e+00,4.660520029973673761e-01,3.511563987301593442e-02
9.616559746505418116e-02,8.245243522675320236e+00,3.930926626899538534e-01,2.859163216686806328e-02
8.769407401928240586e-02,9.384905731586817623e+00,3.908384602732319357e-01,3.117074776744368364e-02
1.894961922678541633e-01,1.967090229543197921e+01,1.078903513369715128e+00,1.055273983304251123e-01
1.980716405725040374e-01,1.472107652324034710e+01,9.234344467269091083e-01,9.358552256241498002e-02
1.804939187639253151e-01,1.078573883152055046e+01,5.755856572753381695e-01,6.277404912702030937e-02
1.243183751052522601e-01,1.135936647200206195e+01,6.795957392862218560e-01,5.186889139604503041e-02
